Title,Location,Price,Area,Number of rooms
House Willem van Oranjestraat 19,4931 NJ Geertruidenberg (Geertruidenberg-Kom),"€1,040",115 m²,4
House Dasstraat,5622 AS Eindhoven (Kronehoef),"€2,000",131 m²,5
Apartment Veestraat,5021 PP Tilburg (Zeeheldenbuurt),"€1,350",83 m²,3
Apartment Oude Delft 82 2 V,2611 CE Delft (Centrum),"€1,250",50 m²,2
Studio Dorpsstraat,6245 LG Eijsden (Oost),€750,30 m²,1
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Malpertuisstraat,6217 CC Maastricht (Malpertuis),"€1,175",85 m²,4
Studio Orleansstraat,6217 LD Maastricht (Brusselsepoort),€675,32 m²,2
Apartment Kloosterstraat,4611 MC Bergen op Zoom (Centrum),€790,25 m²,1
Apartment Stratumsedijk,5614 HP Eindhoven (Joriskwartier),"€1,225",80 m²,3
House Rembrandtstraat 22,2612 XM Delft (Koepoort),"€1,825",102 m²,4
Apartment Molenkade,3645 AX Vinkeveen (Vinkeveen Plassengebied),"€1,600",85 m²,3
Apartment Louise Henriëttestraat 2 M,2595 TH Den Haag (Bezuidenhout-Midden),"€2,150",118 m²,5
Apartment Gerard Douplantsoen,2251 GN Voorschoten (Vlietwijk),"€1,275",81 m²,3
Apartment Sibogastraat,1094 SM Amsterdam (Indische Buurt West),"€1,750",90 m²,4
House Maashavenkade,3072 ES Rotterdam (Katendrecht),"€1,895",145 m²,5
Apartment Jodenbreestraat 146 B,1011 NS Amsterdam (Nieuwmarkt/Lastage),"€1,800",67 m²,2
Apartment Vrijzicht,1068 CK Amsterdam (Osdorp-Oost),"€1,675",72 m²,2
Apartment Noorderstraat,1017 TR Amsterdam (De Weteringschans),"€1,750",79 m²,2
House Graaf Lodewijklaan 8,1412 AX Naarden (Oranje Nassaupark-Zuid),"€3,000",175 m²,5
Apartment Van der Hoevenplein,3072 MK Rotterdam (Kop van Zuid),"€2,395",87 m²,3
Studio Schakelweg,6411 NX Heerlen (Heerlen-Centrum),€525,40 m²,1
Apartment Nieuwstraat 25,2511 AT Den Haag (Zuidwal),"€2,500",175 m²,5
Apartment Speerstraat,1076 XN Amsterdam (Stadionbuurt),"€1,750",65 m²,2
Room van Noremborghstraat,5212 NE Den Bosch (De Muntel),€495,17 m²,1
Apartment Hellingweg 52,2583 WH Den Haag (Vissershaven),"€3,000",155 m²,3
House Vanekerstraat 302,7523 HT Enschede (Deppenbroek),"€1,200",93 m²,4
House Hardgras,3994 MN Houten (Grassen),"€1,995",90 m²,4
Studio Busken Huëtstraat 66,2524 TV Den Haag (Spoorwijk),€625,30 m²,1
Apartment Celebesstraat,5014 BS Tilburg (Loven Oost),€895,35 m²,1
Apartment Celebesstraat,5014 BS Tilburg (Loven Oost),€795,26 m²,1
Apartment Haagdijk 162,4811 TX Breda (Schorsmolen),"€1,075",40 m²,2
Apartment Padangstraat,9715 CP Groningen (Indische buurt),"€1,150",50 m²,2
Apartment Tweebaksmarkt,8911 KX Leeuwarden (De Waag),"€1,250",115 m²,4
Apartment Celebesstraat,5014 BS Tilburg (Loven Oost),€995,40 m²,2
Apartment Karl Weisbardstraat,3015 GM Rotterdam (Dijkzigt),"€2,350",90 m²,3
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Apartment Eerste Nassaustraat,1052 BH Amsterdam (Staatsliedenbuurt),"€2,600",100 m²,3
Apartment Blikkenburg,4385 HJ Vlissingen (Bossenburgh - Weyevliet),"€1,100",57 m²,2
Room Groeneweg,8012 AK Zwolle (Oud-Assendorp),€385,16 m²,1
Apartment Nieuwendammerdijk,1025 LW Amsterdam (Nieuwendammerdijk/Buiksloterdijk),"€2,175",104 m²,4
House Kinrooistraat,1066 LC Amsterdam (Sloter-/Riekerpolder),"€2,800",150 m²,6
Apartment Voorstraat,3441 CK Woerden (Binnenstad),"€1,350",50 m²,2
Apartment Bergstraat 89,6811 LE Arnhem (Stationsplein),"€1,085",80 m²,2
House Vuurdoornstraat,8924 AT Leeuwarden (Schieringen),€675,55 m²,3
Studio Bolswardstraat,5043 BK Tilburg (Gesworen Hoek Oost),€645,23 m²,1
Studio Moerkapellestraat,5045 LE Tilburg (Leeuwerik Midden),€630,16 m²,1
Studio Heubergerstraat,5011 GB Tilburg (Heikant West),€615,20 m²,1
Studio Megenstraat,5045 KE Tilburg (De Kievit Noord-West),€680,25 m²,2
Studio Gluckstraat,5011 VE Tilburg (Lijnse Hoek West),€630,21 m²,1
Studio Clasinadreef,5046 GW Tilburg (Kasteel Oost),€545,17 m²,1
Apartment Hoefstraat,5014 NH Tilburg (Hoefstraat Noord),€950,70 m²,2
Apartment Bandijk,4251 NT Werkendam (Bedrijventerrein Werkendam),"€1,150",100 m²,3
House Professor Moserstraat,6224 BK Maastricht (Wyckerpoort),€995,82 m²,6
Apartment Medusastraat,2315 GS Leiden (De Kooi),€995,36 m²,2
House Oranjestraat,9717 GA Groningen (Oranjebuurt),"€1,650",130 m²,2
Apartment Prinsengracht 808 K,1017 JL Amsterdam (De Weteringschans),"€3,500",125 m²,3
Apartment Churchillplein,3011 EW Rotterdam (Stadsdriehoek),"€2,095",97 m²,3
House Brahmsstraat,2901 JG Capelle aan den IJssel (Paganinibuurt),"€2,995",165 m²,5
Apartment Havenstraat,6129 BX Urmond (Berg),€525,40 m²,2
Apartment Brouwersgracht,1013 HC Amsterdam (Haarlemmerbuurt),"€2,350",85 m²,3
Apartment Groenburgwal,1011 HX Amsterdam (Nieuwmarkt/Lastage),"€2,000",70 m²,2
House Hunzestraat,1079 WJ Amsterdam (Rijnbuurt),"€2,050",69 m²,2
Apartment Nageljongenstraat,1033 PB Amsterdam (Tuindorp Oostzaan),"€1,675",70 m²,2
Apartment Verlengde Hereweg 84 a,9722 AG Groningen (Helpman),"€1,150",55 m²,3
Apartment Goudenregenstraat,2565 EW Den Haag (Bloemenbuurt-Oost),"€1,350",70 m²,3
House Eleolietdijk,4706 JH Roosendaal (Kortendijk C),"€1,045",100 m²,4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"€3,600",160 m²,3
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
House Huidenstraat,1016 ES Amsterdam (Grachtengordel-West),"€3,750",135 m²,4
House Cesar Franckweg,1323 CD Almere (Muziekwijk zuid),"€1,750",105 m²,5
Apartment Grote Hoogstraat,8911 HB Leeuwarden (De Waag),€410,20 m²,1
Apartment Anna Blamansingel 34,"1102 SR Amsterdam (Bijlmer Centrum (D,F,H))","€1,500",50 m²,2
Apartment Aggemastate 223,8926 PC Leeuwarden (Camminghaburen-Noord),€645,45 m²,2
Studio Herstalsestraat,5041 JG Tilburg (Bouwmeestersbuurt Noord),€650,17 m²,1
Room Staringstraat,5343 GS Oss (Vondellaan-Zuid),€650,22 m²,1
House Fröbelstraat,4812 TM Breda (Heuvel),"€1,799",115 m²,5
Apartment Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€3,750",127 m²,3
Apartment Lijsterstraat,5022 BR Tilburg (Vogeltjesbuurt West),€775,40 m²,2
House Waterlinie,5658 NT Eindhoven (Waterrijk),"€1,400",118 m²,4
Apartment Herengracht,2312 LD Leiden (Pancras-Oost),"€1,250",46 m²,2
Apartment Rosenburch 27,2321 PX Leiden (Gasthuiswijk),€875,54 m²,2
Apartment Cingelstraat,4811 MC Breda (City),"€1,425",70 m²,3
Apartment Parkstraat,2514 JH Den Haag (Voorhout),"€1,095",26 m²,1
Apartment Keizersgracht,1017 EH Amsterdam (Grachtengordel-Zuid),"€3,400",110 m²,3
Apartment Brusselsestraat 59 A01,6211 PC Maastricht (Statenkwartier),€750,60 m²,2
House Prinses Marijkehof 90,1411 CP Naarden (Vierhoven),"€1,700",92 m²,3
Apartment Wijersstraat,3811 MZ Amersfoort (Smallepad e.o.),€950,50 m²,3
Studio Westersingel,3014 GR Rotterdam (Oude Westen),€900,30 m²,1
Apartment Raadhuisstraat 32,2022 DK Haarlem (Molukkenbuurt),"€1,500",73 m²,3
House Warande,2285 JC Rijswijk (Strijp),"€1,950",130 m²,5
House Generaal De Wetstraat 34,2021 XJ Haarlem (Nelson Mandelabuurt),"€1,750",72 m²,3
Apartment Wildeman,1068 SL Amsterdam (Osdorp-Oost),"€1,950",85 m²,4
Room Tegelseweg,5912 BK Venlo (Sinselveld),€445,15 m²,1
Studio Groningerstraat,9401 BK Assen (Koopmanskwartier),€575,22 m²,1
Apartment H.A. Lorentzstraat 156,1782 JN Den Helder (Tuindorp-West),€770,67 m²,3
Apartment Bomanshof,5611 NK Eindhoven (Elzent-Noord),"€1,450",96 m²,3
House Korte Delft,4543 BC Zaamslag (Kern Zaamslag),€875,80 m²,3
House Dageraadstraat,1335 VP Almere (Oostvaardersbuurt),"€1,695",110 m²,4
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Studio Breestraat,3811 BK Amersfoort (Lieve Vrouwekerkhof),€950,42 m²,1
Apartment Amstelveenseweg 226 2,1075 XT Amsterdam (Schinkelbuurt),"€2,100",80 m²,3
Apartment Delfgauwseweg,2628 ET Delft (Wippolder-Noord),€850,25 m²,1
Apartment Jan Wolkerslaan,1112 ZH Diemen (Holland Park),"€3,210",176 m²,4
Apartment Dorpsstraat 12 M,1531 HM Wormer (Molenbuurt),"€1,200",59 m²,2
Apartment Haagdijk,4811 TT Breda (Schorsmolen),€485,13 m²,1
Apartment Overtoom 552 2,1054 LM Amsterdam (Overtoomse Sluis),"€1,895",72 m²,3
Apartment Oude Rijn,2312 HB Leiden (Pancras-West),"€1,195",60 m²,3
Apartment Trumanlaan 497,3527 BN Utrecht (Kanaleneiland-Noord),"€1,350",73 m²,3
Apartment Vughterstraat,5211 EZ Den Bosch (Binnenstad-Centrum),€680,50 m²,1
Apartment Handelskade,5211 TH Den Bosch (Binnenstad-Centrum),"€1,850",108 m²,3
House De Finne 27,9036 KL Menaam (Menaam Oost),"€1,495",179 m²,6
Apartment Jan Wolkerslaan,1112 ZH Diemen (Holland Park),"€1,655",85 m²,3
Apartment Vinkenstraat,1506 CM Zaandam (Oud West),"€1,495",75 m²,3
Apartment Droogbak 4 D,1013 GE Amsterdam (Haarlemmerbuurt),"€2,750",120 m²,3
Apartment Kerkstraat,1017 GA Amsterdam (Grachtengordel-Zuid),"€2,100",70 m²,2
Apartment Aert van Neslaan,2341 HP Oegstgeest (Bloemenbuurt),"€1,450",85 m²,3
Apartment Jan Wolkerslaan,1112 ZH Diemen (Holland Park),"€1,580",76 m²,3
Apartment Laan van Nieuw-Oost-Indië,2593 CE Den Haag (Bezuidenhout-Oost),"€1,345",91 m²,2
Apartment Jacob van Deventerstraat 137,1941 EV Beverwijk (Meerplein),"€1,095",76 m²,3
Apartment Gerard Doustraat,7606 GE Almelo (Ossenkoppelerhoek Midden Noord),€375,85 m²,3
Apartment Gerard Doustraat,7606 GG Almelo (Ossenkoppelerhoek Midden Noord),€375,85 m²,3
Apartment Gerard Doustraat,7606 GC Almelo (Ossenkoppelerhoek Midden Noord),€400,85 m²,4
Apartment Gerard Doustraat,7606 GC Almelo (Ossenkoppelerhoek Midden Noord),€400,85 m²,4
Apartment Gerard Doustraat,7606 GD Almelo (Ossenkoppelerhoek Midden Noord),€350,85 m²,2
Apartment Gerard Doustraat,7606 GE Almelo (Ossenkoppelerhoek Midden Noord),€350,85 m²,2
Apartment Aubadestraat,6544 ZJ Nijmegen (Neerbosch-Oost),"€1,325",71 m²,4
House Koningstraat 20,1777 AB Hippolytushoef (Hippolytushoef Centrum (woonkern)),€915,84 m²,3
Apartment Jan Wolkerslaan,1112 ZH Diemen (Holland Park),"€1,500",72 m²,3
Apartment Kratonkade,3024 EX Rotterdam (Schiemond),"€1,395",82 m²,3
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Kleine Houtweg 21 C,2012 CB Haarlem (Rozenprieel-zuid),"€2,150",85 m²,3
Apartment Batterijstraat 26 B,6211 SH Maastricht (Statenkwartier),"€1,475",130 m²,4
Apartment Van der Duijnstraat,3581 JW Utrecht (Oudwijk),"€1,200",45 m²,1
Apartment Kolenstraat 1 C,1211 KP Hilversum (Centrum),€580,20 m²,1
Apartment Badhuisweg,2587 CA Den Haag (Rijslag),"€1,575",94 m²,3
Apartment 1e Van der Kunstraat,2521 AS Den Haag (Laakhaven-West),€910,42 m²,2
House Jaarsveldstraat,2546 CT Den Haag (Leyenburg),"€1,050",65 m²,4
House Withuysstraat,2523 GW Den Haag (Laakkwartier-West),"€1,050",70 m²,3
House Harderwijkstraat,2573 ZS Den Haag (Oostbroek-Zuid),"€1,050",65 m²,4
Apartment Lombardkade 17 A,3031 AG Rotterdam (Rubroek),"€2,400",120 m²,4
Studio Anjelierstraat,5644 PG Eindhoven (Gerardusplein),€910,55 m²,1
Room Tempelplein,6131 JC Sittard (Sittard-Centrum),€370,18 m²,2
Apartment IJsvogelpassage,6541 RK Nijmegen (Biezen),"€1,190",101 m²,3
Apartment Celebesstraat,5215 VA Den Bosch (Aawijk-Zuid),"€1,100",55 m²,2
Apartment Spoorlaan,2801 AT Gouda (Nieuwe Park Oost),"€1,040",90 m²,3
Apartment Frederiksplein,1017 XM Amsterdam (De Weteringschans),"€3,200",91 m²,3
Apartment Lombardkade 21,3031 AG Rotterdam (Rubroek),"€1,600",60 m²,3
Apartment Kruidenhof,2315 KP Leiden (De Waard),"€1,220",48 m²,2
Apartment Hengelosestraat,7514 AH Enschede (Boddenkamp),€825,45 m²,2
Apartment Berfloweg,7553 JN Hengelo (Berflo Es Zuid),€695,52 m²,2
Apartment Prinsenstraat,3581 JR Utrecht (Oudwijk),"€1,295",65 m²,2
Apartment Blekersveld 22,2082 EK Santpoort-Zuid (Blekersbuurt),"€1,470",72 m²,3
Apartment Walenburgstraat,4834 RT Breda (Ypelaar),"€1,175",89 m²,4
Apartment Van Aerssenstraat,2582 JJ Den Haag (Statenkwartier),€600,30 m²,2
House Oranjestraat,7951 BG Staphorst (Staphorst-Noord),€247,99 m²,5
Room Oude Arnhemseweg,3702 BE Zeist (Centrumschil-Noord),€435,18 m²,1
Apartment Weteringstraat 84,1017 SP Amsterdam (De Weteringschans),"€3,000",140 m²,3
Apartment Heysterbachstraat,3312 JK Dordrecht (Heysterbachstraat en omgeving),"€1,250",90 m²,4
Apartment Bussumerstraat 44 C,1211 BL Hilversum (Langgewenstbuurt),"€1,350",75 m²,2
Apartment Bentinckstraat,1051 GC Amsterdam (Staatsliedenbuurt),"€1,550",55 m²,2
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
House Raadhuishof,6511 PW Nijmegen (Stadscentrum),"€2,250",111 m²,3
Apartment Van Speijkstraat,2518 GE Den Haag (Zeeheldenkwartier),€600,22 m²,1
Apartment Beekstraat,7201 LS Zutphen (Nieuwstad en Coehoornsingel),"€1,025",65 m²,4
Room Ringbaan-West,5037 PA Tilburg (Notre Dame),€650,30 m²,2
House Daalseweg 49,3611 AA Oud Zuilen (Oud-Zuilen),"€3,500",172 m²,5
Apartment Tuinstraat,9711 VD Groningen (Binnenstad-Oost),"€1,295",45 m²,2
Apartment Oranjestraat,7951 BG Staphorst (Staphorst-Noord),€247,99 m²,2
House Mariënpark 154,2264 CZ Leidschendam (Raadhuiskwartier),"€2,900",142 m²,5
Apartment Jacob Catsstraat 9 B,3035 PA Rotterdam (Oude Noorden),"€1,200",57 m²,2
Apartment Leeuwendaallaan 15 I,2281 GJ Rijswijk (Leeuwendaal),"€1,150",45 m²,2
Apartment Willem Eggertstraat,1441 CJ Purmerend (Binnenstad),"€1,200",54 m²,2
Studio Schiedamsesingel,3012 BB Rotterdam (Cool),"€1,135",27 m²,1
Apartment Halvemaanpassage 54,3011 DL Rotterdam (Stadsdriehoek),"€2,400",87 m²,3
Apartment H. Kamerlingh Onnesweg,1402 EK Bussum (Bloemenbuurt),"€1,450",80 m²,3
Apartment Edisonstraat,3553 BV Utrecht (Elinkwijk en omgeving),"€1,495",75 m²,4
Apartment Van Eysingalaan,3527 VB Utrecht (Transwijk-Noord),"€1,295",58 m²,3
Studio Fuutstraat,3815 JN Amersfoort (Watervogelbuurt),€995,35 m²,1
Apartment Tongerseweg,6213 GD Maastricht (Campagne),"€2,500",500 m²,7
House Oranjestraat,7951 BG Staphorst (Staphorst-Noord),€247,99 m²,5
Apartment Roermondsestraat 9 AZ,6049 AW Herten (Herten),€850,40 m²,1
Apartment Admiraal De Ruijterweg 280,1055 MT Amsterdam (Landlust),"€2,650",137 m²,5
Apartment Watertorenweg 623,3063 HD Rotterdam (De Esch),"€1,500",84 m²,3
Apartment Statensingel,3039 LT Rotterdam (Blijdorp),"€2,000",120 m²,4
House Provincialeweg,1724 PG Oudkarspel (Laanweg en Waarddijk),€800,45 m²,3
Apartment Karel Doormanstraat,3012 GR Rotterdam (Cool),"€1,350",49 m²,3
Apartment Van Ostadestraat 434,1074 XC Amsterdam (Nieuwe Pijp),"€2,000",78 m²,3
Apartment Hogewoerd 158 A,2311 HW Leiden (Levendaal-Oost),€950,36 m²,2
Apartment Pastoor van Arsplein,5622 CH Eindhoven (Barrier),€950,40 m²,2
Room Bakkerstraat,2012 ZJ Haarlem (Rozenprieel-zuid),€735,29 m²,2
Apartment Pansierstraat,2584 EG Den Haag (Visserijbuurt),€950,45 m²,2
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"€1,750",80 m²,2
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Apartment Dompvloedslaan 15,2051 NA Overveen (Oldenhove),"€2,675",137 m²,4
House Blauwe tramstraat,2311 ZX Leiden (Vreewijk),"€2,250",128 m²,6
Apartment Quadenoord,3079 XC Rotterdam (Groot IJsselmonde),"€1,225",74 m²,3
Apartment Karl Marxstraat,3076 DR Rotterdam (Lombardijen),"€1,250",87 m²,3
Apartment Berkelselaan 41 A02,3037 PB Rotterdam (Liskwartier),"€1,700",95 m²,4
House Oranjestraat,7951 BG Staphorst (Staphorst-Noord),€247,99 m²,5
Apartment Hessenweg 94 E,3731 JL De Bilt (De Bilt West),"€1,350",80 m²,3
House Oranjestraat,7951 BE Staphorst (Staphorst-Noord),€247,99 m²,5
Apartment Binnenrotte,3011 HC Rotterdam (Stadsdriehoek),"€2,600",122 m²,4
Apartment Langevieleweg,4335 GT Middelburg ('t Zand),"€1,285",74 m²,3
House Burgemeester Padmosweg,3648 BE Wilnis (Wilnis Buitengebied),"€2,100",178 m²,3
Apartment Justus van Effenstraat,3511 HH Utrecht (Hooch Boulandt),"€1,350",68 m²,2
Apartment Uiterwaardenstraat 102 3,1079 CG Amsterdam (Rijnbuurt),"€2,050",121 m²,5
Apartment Zijlweg 33 A,2013 DB Haarlem (Garenkokerskwartier),"€2,500",119 m²,4
Apartment Vondellaan,3521 GC Utrecht (Dichterswijk),"€1,600",80 m²,4
Apartment Vierambachtsstraat,3022 AC Rotterdam (Nieuwe Westen),"€1,045",63 m²,3
Apartment Europalaan,5623 LJ Eindhoven (Generalenbuurt),"€1,400",70 m²,3
Room Grasplantsoen,5658 HE Eindhoven (Grasrijk),€495,14 m²,1
Apartment Frerikshuislaan,7602 BD Almelo (Vriezenveenseweg en omgeving Haghoek West),€800,90 m²,4
Apartment Haagdijk,4811 TV Breda (Schorsmolen),€560,19 m²,2
Room de Roy van Zuidewijnlaan,4818 GB Breda (Zandberg),€475,19 m²,1
Apartment Deensestraat,3028 GG Rotterdam (Oud Mathenesse),"€1,450",92 m²,4
Apartment Bleiswijkstraat,3035 TJ Rotterdam (Oude Noorden),"€1,500",80 m²,3
Apartment Verboomstraat,3082 JR Rotterdam (Oud Charlois),"€1,450",85 m²,4
Apartment Bramzeilhof,1034 LL Amsterdam (Banne Buiksloot),"€1,900",95 m²,4
House Van Merlenstraat 101,2518 TD Den Haag (Koningsplein en omgeving),"€2,500",176 m²,6
Apartment Russischestraat 58 B2,3028 BH Rotterdam (Oud Mathenesse),"€1,495",90 m²,4
Apartment Tulpenburg,8933 AC Leeuwarden (Tulpenburg),"€1,050",75 m²,3
Room Eigenhaardstraat,8012 VE Zwolle (Oud-Assendorp),€315,11 m²,1
Apartment Nieuwe Molstraat,2512 BK Den Haag (Zuidwal),"€1,495",100 m²,3
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"€1,800",77 m²,3
Studio Breedstraat,1811 HE Alkmaar (Binnenstad-West),€995,50 m²,1
Studio Kapelstraat 27 appartement 4,1211 LX Hilversum (Centrum),€820,40 m²,1
Apartment Bloemendaalseweg,2051 GM Overveen (Overveen),"€1,975",102 m²,3
Apartment Leonard Bernsteinstraat,1082 MR Amsterdam (Zuidas),"€3,250",130 m²,3
Apartment Engelandlaan,2711 DX Zoetermeer (Stadscentrum),€825,50 m²,2
Apartment Stationsstraat,6221 BR Maastricht (Wyck),"€1,640",170 m²,3
Apartment Geraniumstraat,5644 NC Eindhoven (Gerardusplein),"€1,695",120 m²,3
Apartment Prins Hendrikstraat,2405 AL Alphen aan den Rijn (Hazeveld),"€1,445",106 m²,4
House Staringstraat,2802 XH Gouda (De Korte Akkeren Nieuw),"€1,200",94 m²,3
House Koningin Wilhelminalaan 47,1191 BS Ouderkerk aan de Amstel (Ouderkerk aan de Amstel),"€2,750",145 m²,6
Apartment Paulus Potterstraat,5613 KR Eindhoven (Lakerlopen),"€2,500",192 m²,6
House Distelvlinderweg 20,1113 KB Diemen (Vlindertuin),"€1,200",45 m²,2
Apartment Oostzanerdijk,1033 AB Amsterdam (Oostzanerwerf),"€1,650",50 m²,3
Apartment Verboomstraat,3082 JA Rotterdam (Oud Charlois),"€1,395",90 m²,5
Apartment Gustav Mahlerlaan 367,1082 MK Amsterdam (Zuidas),"€4,500",135 m²,3
House van Vredenburchweg,2282 SJ Rijswijk (Welgelegen),"€2,350",195 m²,5
Apartment Westhove 154,1187 DB Amstelveen (Kastelenbuurt),"€1,500",56 m²,2
Apartment Prinsengracht,1016 GX Amsterdam (Grachtengordel-West),"€3,500",92 m²,3
House Kapitein Robstraat,1336 HE Almere (Stripheldenbuurt),"€1,850",152 m²,5
Apartment Olof Palmeplein,1025 WT Amsterdam (Buikslotermeer),"€1,700",58 m²,3
Apartment Evertsweertplantsoen,1069 RL Amsterdam (Osdorp-Midden),"€2,050",93 m²,4
House Van Kinsbergenplein,2014 DB Haarlem (Zeeheldenbuurt),"€2,350",125 m²,5
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Apartment Kometenstraat,1443 BA Purmerend (Wheermolen-West),"€1,275",67 m²,2
House Rust en Vreugdlaan 3,2243 AS Wassenaar (Drie Papegaaien),"€3,350",130 m²,4
House Willemstraat 2 a,3214 CZ Zuidland (Kern Zuidland),"€1,300",86 m²,4
Apartment Oost Havenstraat,2312 MB Leiden (Havenwijk-Noord),"€1,250",60 m²,2
Apartment Handelskade,3434 BE Nieuwegein (Zandveld),€850,45 m²,2
Apartment John Rossweg,1363 LW Almere (Columbuskwartier),"€1,250",55 m²,2
Apartment Merwedekade,3522 JC Utrecht (Rivierenwijk),"€1,400",61 m²,2
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"€3,600",160 m²,3
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Apartment Nassaustraat 21,3601 BA Maarssen (Centrum ten noorden van de Vecht),"€1,395",79 m²,3
Apartment Papendrechtstraat,1106 BN Amsterdam (Holendrecht/Reigersbos),"€1,600",76 m²,3
House De Herderin 35,1911 JX Uitgeest (De Kleis),"€2,485",131 m²,5
Apartment Prinsengracht 512 4,1017 KH Amsterdam (De Weteringschans),"€3,200",126 m²,3
Apartment Kinderdijkstraat 30 2,1079 GK Amsterdam (Scheldebuurt),"€1,690",57 m²,3
Apartment Max Havelaarlaan 145,1183 LN Amstelveen (Boekenbuurt),"€2,500",145 m²,4
House Hommesweg,9986 XN Oldenzijl (Oldenzijl),€995,120 m²,4
Apartment Markt 509,7551 CH Hengelo (Binnenstad-Centrum),€669,49 m²,1
House Werpanker 12,1319 DD Almere (Noorderplassen),"€1,995",115 m²,5
Apartment Koningin Julianalaan,2273 JC Voorburg (Bovenveen midden),"€1,499",72 m²,3
House Bragastraat,2523 HH Den Haag (Laakkwartier-West),€925,53 m²,3
Apartment Hoofdstraat,2351 AS Leiderdorp (Verspreide huizen),"€1,050",40 m²,2
Apartment Bagijnestraat 1 D,2511 CK Den Haag (Uilebomen),"€1,695",86 m²,3
Apartment François Maelsonstraat,2582 KA Den Haag (Statenkwartier),"€1,350",68 m²,2
Apartment Rivierstraat,3016 CH Rotterdam (Nieuwe Werk),"€1,250",67 m²,2
Apartment Tweede Van der Helststraat 24 II,1072 PD Amsterdam (Nieuwe Pijp),"€1,800",55 m²,2
Apartment Prins Hendriklaan 12 N,3701 CN Zeist (Centrumschil-Zuid),"€1,275",57 m²,2
Apartment Muntinglaan 4,9727 JT Groningen (Grunobuurt),"€1,295",75 m²,3
Apartment Usselincxstraat,2593 VK Den Haag (Bezuidenhout-Oost),"€1,650",75 m²,3
Apartment Rijngraafstraat,4811 DL Breda (Valkenberg),"€1,750",102 m²,3
Apartment Van der Hoopstraat,1051 VE Amsterdam (Staatsliedenbuurt),"€1,625",47 m²,2
Apartment Avenue Concordia,3062 LM Rotterdam (Kralingen Oost),"€2,200",153 m²,4
Apartment Kampweg 39 F,6247 AR Gronsveld (Gronsveld),€995,80 m²,3
Apartment Venetiëhof,1019 NA Amsterdam (Oostelijk Havengebied),"€1,950",90 m²,3
Apartment van Galenstraat 200,2041 JZ Zandvoort (Boulevard Noord),"€1,400",70 m²,2
Apartment Kampweg 39 A,6247 AR Gronsveld (Gronsveld),"€1,095",85 m²,3
Apartment Leyweg,2545 HA Den Haag (Morgenstond-Zuid),"€1,143",85 m²,2
Apartment Gustav Mahlerlaan 931,1082 MK Amsterdam (Zuidas),"€3,400",110 m²,3
Apartment Stephensonlaan,1222 NV Hilversum (Noord),"€1,450",75 m²,3
Apartment Brederodestraat,1054 VG Amsterdam (Overtoomse Sluis),"€3,000",112 m²,5
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Room Prinses Julianastraat,8019 AX Zwolle (Veerallee),€540,15 m²,1
Room Schuttevaerkade,8021 DB Zwolle (Het Noorden),€460,20 m²,1
Apartment Burgemeester Reigerstraat,3581 KP Utrecht (Oudwijk),"€1,100",65 m²,3
Apartment Ridderlaan,3523 HR Utrecht (Nieuw Hoograven-Noord),"€1,275",65 m²,3
Studio Roerdompstraat,1531 XJ Wormer (Plaszoom),€830,36 m²,1
Apartment Marktmeesterstraat,1315 GA Almere (Centrum Almere Stad),"€2,095",115 m²,3
Apartment Lampsinsstraat,3078 JH Rotterdam (Groot IJsselmonde),"€1,250",66 m²,4
