Title,Location,Price,Area m�,Number of rooms,Price/m�
House Moerkapelse Zijde,2751 DL Moerkapelle (Kern Moerkapelle),"1,895",154,4,12.3
House Peeskesweg,7041 CA 's-Heerenberg ('s-Heerenberg),975,91,4,10.7
Apartment Janskerkhof,"3512 BL Utrecht (Domplein, Neude, Janskerkhof)","2,400",120,3,20.0
House Savelsbos,2134 ER Hoofddorp (Hoofddorp Overbos Zuid),"2,750",140,5,19.6
Apartment Van Oldenbarneveltplaats 306,3012 AL Rotterdam (Cool),"1,350",93,3,14.5
Apartment Zaagstraat,3035 HN Rotterdam (Oude Noorden),"1,900",95,4,20.0
House Koningin Julianastraat,7951 BM Staphorst (Staphorst-Noord),247,99,5,2.5
House 2e Daalsedijk 149,3551 EG Utrecht (2e Daalsebuurt en omgeving),"1,500",80,3,18.8
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Prins Hendriklaan 12 N,3701 CN Zeist (Centrumschil-Zuid),"1,275",57,2,22.4
Apartment Muntinglaan 4,9727 JT Groningen (Grunobuurt),"1,295",75,3,17.3
Apartment Usselincxstraat,2593 VK Den Haag (Bezuidenhout-Oost),"1,650",75,3,22.0
Apartment Rijngraafstraat,4811 DL Breda (Valkenberg),"1,750",102,3,17.2
Apartment Van der Hoopstraat,1051 VE Amsterdam (Staatsliedenbuurt),"1,625",47,2,34.6
Apartment Avenue Concordia,3062 LM Rotterdam (Kralingen Oost),"2,200",153,4,14.4
Apartment Kampweg 39 F,6247 AR Gronsveld (Gronsveld),995,80,3,12.4
Apartment Venetiëhof,1019 NA Amsterdam (Oostelijk Havengebied),"1,950",90,3,21.7
Apartment van Galenstraat 200,2041 JZ Zandvoort (Boulevard Noord),"1,400",70,2,20.0
Apartment Kampweg 39 A,6247 AR Gronsveld (Gronsveld),"1,095",85,3,12.9
Apartment Leyweg,2545 HA Den Haag (Morgenstond-Zuid),"1,143",85,2,13.4
Apartment Gustav Mahlerlaan 931,1082 MK Amsterdam (Zuidas),"3,400",110,3,30.9
Apartment Stephensonlaan,1222 NV Hilversum (Noord),"1,450",75,3,19.3
Apartment Brederodestraat,1054 VG Amsterdam (Overtoomse Sluis),"3,000",112,5,26.8
Room Prinses Julianastraat,8019 AX Zwolle (Veerallee),540,15,1,36.0
Room Schuttevaerkade,8021 DB Zwolle (Het Noorden),460,20,1,23.0
Apartment Burgemeester Reigerstraat,3581 KP Utrecht (Oudwijk),"1,100",65,3,16.9
Apartment Ridderlaan,3523 HR Utrecht (Nieuw Hoograven-Noord),"1,275",65,3,19.6
Studio Roerdompstraat,1531 XJ Wormer (Plaszoom),830,36,1,23.1
Apartment Marktmeesterstraat,1315 GA Almere (Centrum Almere Stad),"2,095",115,3,18.2
House Waalstraat,3522 SE Utrecht (Rivierenwijk),"1,500",72,3,20.8
Apartment Lampsinsstraat,3078 JH Rotterdam (Groot IJsselmonde),"1,250",66,4,18.9
House Moerkapelse Zijde,2751 DL Moerkapelle (Kern Moerkapelle),"1,895",154,4,12.3
House Peeskesweg,7041 CA 's-Heerenberg ('s-Heerenberg),975,91,4,10.7
Apartment Janskerkhof,"3512 BL Utrecht (Domplein, Neude, Janskerkhof)","2,400",120,3,20.0
House Savelsbos,2134 ER Hoofddorp (Hoofddorp Overbos Zuid),"2,750",140,5,19.6
Apartment Van Oldenbarneveltplaats 306,3012 AL Rotterdam (Cool),"1,350",93,3,14.5
Apartment Zaagstraat,3035 HN Rotterdam (Oude Noorden),"1,900",95,4,20.0
House Koningin Julianastraat,7951 BM Staphorst (Staphorst-Noord),247,99,5,2.5
House 2e Daalsedijk 149,3551 EG Utrecht (2e Daalsebuurt en omgeving),"1,500",80,3,18.8
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Willem van Oranjelaan,4837 AL Breda (Ruitersbos),"1,195",70,2,17.1
Apartment Lelystraat,4827 KB Breda (Geeren-zuid),745,52,2,14.3
Apartment Willibrordusstraat,2251 BW Voorschoten (Centrum),"1,050",55,2,19.1
Room Laaressingel,7514 EW Enschede (De Laares),475,18,2,26.4
Apartment Beltstraat,7512 AC Enschede (Getfert),"1,095",78,3,14.0
Apartment Hereweg,9725 AH Groningen (Herewegbuurt),"1,250",40,2,31.3
House Teylersplein 2 C5,2441 LE Nieuwveen (Schoterveld),975,38,1,25.7
Room Gasthuisdijk,8041 AE Zwolle (Bedrijventerrein Voorst-A),592,34,2,17.4
Apartment Heresingel,9711 ET Groningen (Binnenstad-Zuid),950,40,2,23.8
House Koningin Julianastraat,7951 BM Staphorst (Staphorst-Noord),247,99,5,2.5
House Goudenregenstraat,5241 XH Rosmalen ('t Ven),"1,345",144,6,9.3
Apartment Kooikersweg,5223 KE Den Bosch (De Schutskamp),842,43,2,19.6
House Koningin Julianastraat,7951 BL Staphorst (Staphorst-Noord),247,99,5,2.5
Apartment Haarlemmerweg 287 B,1051 NW Amsterdam (Centrale Markt),"1,900",71,3,26.8
House Brabanterlaan,3772 PK Barneveld (Veller),"1,895",155,5,12.2
Apartment Ebenhaëzerstraat,3083 RP Rotterdam (Carnisse),930,28,2,33.2
Apartment Statensingel,3039 LV Rotterdam (Blijdorp),"1,225",55,1,22.3
Studio Oudebrugsteeg 25 2,1012 JN Amsterdam (Burgwallen-Nieuwe Zijde),"1,350",40,1,33.8
Apartment Jonker Fransstraat 183,3031 AT Rotterdam (Rubroek),"1,500",65,3,23.1
House Kolhornseweg,1215 RK Hilversum (Zeeheldenkwartier),"2,600",126,6,20.6
House Scheidingstraat,5654 AA Eindhoven (Rapelenburg),"2,575",100,3,25.8
Apartment Grotestraat,7443 BS Nijverdal (Nijverdal-Centrum),995,80,3,12.4
Apartment Slijkstraat,1381 BA Weesp (Centrum),825,40,2,20.6
Apartment Piersonstraat,2221 BK Katwijk (Hoornes-West),"1,350",65,3,20.8
Apartment Verboomstraat 112 B,3082 JS Rotterdam (Oud Charlois),"1,300",90,4,14.4
House Oudwijkerlaan,3581 TB Utrecht (Oudwijk),"1,475",45,2,32.8
Apartment Prinsengracht 284 C,1016 HJ Amsterdam (Jordaan),"2,100",75,2,28.0
Apartment Willemstraat,4811 AJ Breda (Station),975,38,2,25.7
Apartment Verschoorstraat,3081 JZ Rotterdam (Tarwewijk),575,24,1,24.0
Studio Willemstraat,3511 RH Utrecht (Wijk C),915,25,1,36.6
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Badhuisweg 134 BG,1506 PB Zaandam (Het Eiland),"1,250",45,2,27.8
Apartment Marrumerweg,9172 PP Ferwert (Ferwerd),650,50,2,13.0
Apartment 1e Van der Kunstraat,2521 AS Den Haag (Laakhaven-West),860,34,2,25.3
Apartment Dirk Hoogenraadstraat,2586 TA Den Haag (Scheveningen Badplaats),995,48,2,20.7
House De Bottelarij,1111 RG Diemen (Plantage de Sniep Noord),"1,575",136,5,11.6
Studio Boschstraat,6211 AW Maastricht (Boschstraatkwartier),895,50,1,17.9
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"2,350",130,4,18.1
Apartment Kribbestraat 60 hs,1079 WV Amsterdam (Rijnbuurt),"1,575",50,3,31.5
Studio Predikherenstraat 1 A,3512 TL Utrecht (Breedstraat en Plompetorengracht en omgeving),950,30,1,31.7
Apartment Traviatastraat,1183 NZ Amstelveen (Operabuurt),"2,320",116,3,20.0
Apartment Chico Mendesstraat,3573 AW Utrecht (Voordorp en Voorveldsepolder),"1,550",83,3,18.7
Apartment Verlengde Hereweg,9722 AN Groningen (Villabuurt),"1,295",100,4,13.0
Apartment Hoogstraat 144 142,5061 EZ Oisterwijk (omg. Petrus Kerk),"1,250",80,4,15.6
Studio Akkerdreef 108,2723 XK Zoetermeer (Seghwaert-Noord-Oost),970,28,1,34.6
Apartment Wilhelminaplein,4851 AR Ulvenhout (Ulvenhout),"2,000",120,3,16.7
House Landvoogdstraat,6411 XA Heerlen (Eikenderveld),760,82,7,9.3
Apartment Badhuiskade,1031 KV Amsterdam (Noordelijke IJ-oevers West),"2,800",80,3,35.0
Apartment Dusartstraat,1072 HM Amsterdam (Nieuwe Pijp),"2,700",80,3,33.8
Apartment Fluitstraat 25 A,3028 VD Rotterdam (Oud Mathenesse),"1,495",68,3,22.0
Apartment Alfred Döblinstraat 170,"1102 VN Amsterdam (Bijlmer Centrum (D,F,H))","1,500",70,2,21.4
Studio Baronielaan,4835 JL Breda (Ruitersbos),825,32,2,25.8
Apartment Iepenlaan,5616 NR Eindhoven (Philipsdorp),"1,085",50,2,21.7
Room St Antoniusstraat,5616 RT Eindhoven (Philipsdorp),"1,000",29,1,34.5
Apartment Molenstraat,5701 KL Helmond (Centrum),900,30,2,30.0
Apartment Groenhof,1186 ET Amstelveen (Kringloopbuurt),"2,350",125,4,18.8
Apartment Markt,5521 AN Eersel (Eersel-kom en Lindeakkers),"2,100",175,4,12.0
Apartment Reitdiepstraat 6 4,1079 MA Amsterdam (Rijnbuurt),"1,800",63,3,28.6
House Klein Heiligland 60 A,2011 EH Haarlem (Heiliglanden),"1,885",85,4,22.2
Apartment Plein 1992,6221 JP Maastricht (Wyck),"3,900",154,7,25.3
Room Oerlesestraat,5025 DD Tilburg (Afrikaanderbuurt Midden),310,12,2,25.8
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"1,800",77,3,23.4
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Beestenmarkt,2312 CC Leiden (d'Oude Morsch),875,40,2,21.9
Apartment Ginnekenweg,4835 ND Breda (Ginneken),"1,250",80,4,15.6
House Klipperkade,2725 HC Zoetermeer (De Leyens),"1,950",135,6,14.4
House Kastanjestraat 26,6438 GP Oirsbeek (Oirsbeek),"1,150",110,4,10.5
Apartment Reestraat,1016 DN Amsterdam (Grachtengordel-West),"1,875",81,2,23.1
House Helperzoom,9722 BE Groningen (Coendersborg),"1,950",180,9,10.8
Room Lunetstraat,4814 AL Breda (Tuinzigt),425,12,1,35.4
Apartment Frans Halsstraat 77 A HS,1072 BN Amsterdam (Oude Pijp),"1,800",45,2,40.0
House Achlumerstraat,8913 GM Leeuwarden (Vossepark),"1,095",146,5,7.5
Apartment Van den Boschstraat 249,2595 AC Den Haag (Bezuidenhout-West),"1,350",95,4,14.2
Apartment Jan ten Brinkstraat,2522 HX Den Haag (Laakkwartier-Oost),"1,450",95,4,15.3
Apartment Nieuwe Rijn 79 A,2312 JK Leiden (Pancras-Oost),"1,700",120,3,14.2
Apartment Mooi Japiksteeg 5,2311 RR Leiden (Pieterswijk),"1,100",52,2,21.2
Apartment Herensingel 36,2315 LZ Leiden (De Kooi),800,40,2,20.0
Apartment Montgomerylaan 80,2625 PP Delft (Vrijheidsbuurt),"1,350",95,4,14.2
Apartment Ginnekenweg,4818 JH Breda (Zandberg),"1,125",70,3,16.1
Studio Ossenisseweg,3086 KV Rotterdam (Pendrecht),750,20,2,37.5
Apartment Westerhavenstraat 45,9718 AK Groningen (Binnenstad-West),"1,230",55,2,22.4
Apartment Koemarkt,1441 DB Purmerend (Binnenstad),"1,225",68,2,18.0
Studio Tibbensteeg,7411 LV Deventer (Noordenbergkwartier),650,40,1,16.3
Apartment Lisstraat 27,3037 RB Rotterdam (Liskwartier),"1,500",53,3,28.3
Apartment Gerrit Jan Mulderstraat 12 A1,3023 RE Rotterdam (Nieuwe Westen),"1,245",70,2,17.8
Apartment Céramiquelaan,1031 KG Amsterdam (Noordelijke IJ-oevers West),"1,640",84,3,19.5
Apartment Herbenusstraat,6211 RJ Maastricht (Statenkwartier),"1,375",60,3,22.9
House Roggekamp,1112 HW Diemen (Akkerland),"3,000",116,4,25.9
House Berkendreef 28,2665 GH Bleiswijk (Bomenbuurt),"1,450",85,4,17.1
House Korhoenlaan,3847 LN Harderwijk (Strokel),950,40,4,23.8
Apartment Jeroen Boschlaan,5613 GD Eindhoven (Lakerlopen),"1,200",71,3,16.9
Apartment Balistraat,2585 XS Den Haag (Archipelbuurt),"1,150",60,2,19.2
Apartment Gouwestraat,2515 SN Den Haag (Rivierenbuurt-Noord),"1,300",81,4,16.0
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
House H. Wijnmalenstraat,3555 VR Utrecht (Prins Bernhardplein en omgeving),"1,725",110,5,15.7
Apartment Warmoesstraat 24 B,2011 HP Haarlem (Binnenstad),"2,150",74,3,29.1
House Jekerstraat,6211 NS Maastricht (Kommelkwartier),"1,275",60,2,21.3
Studio Nijverstraat,5041 AH Tilburg (Theresia Oost),555,18,1,30.8
House De Schans 18,8231 KC Lelystad (De Schans),"1,950",98,7,19.9
Apartment Lichttoren,5611 BJ Eindhoven (Witte Dame),"2,500",105,2,23.8
Apartment Sint Janskruidlaan 112,1187 ED Amstelveen (Kruidenbuurt),"1,600",55,2,29.1
Apartment Bruijnstraat,3026 VA Rotterdam (Tussendijken),"1,250",59,2,21.2
Apartment Zilverschoonstraat,2555 NH Den Haag (Bohemen en Meer en Bos),"1,400",80,4,17.5
House Antwerpsestraatweg,4624 JE Bergen op Zoom (Warande-West),"1,275",102,4,12.5
Apartment Nedersassen 5,2951 ET Alblasserdam (Redersbuurt),838,75,3,11.2
Apartment Laarderweg 234 III,1403 RN Bussum (Wester Eng),"1,250",66,3,18.9
House Pastoor Jacobsweg,6226 VV Maastricht (Wittevrouwenveld),"1,395",88,4,15.9
Apartment Baden Powellweg,1069 LH Amsterdam (Osdorp-Midden),"1,250",35,1,35.7
Room Kleiburg,"1104 EA Amsterdam (Bijlmer Oost (E,G,K))",750,25,1,30.0
Apartment Lange Nieuwstraat,3111 AE Schiedam (De Plantage),"1,750",95,2,18.4
Apartment Lange Nieuwstraat,3111 AE Schiedam (De Plantage),"1,600",85,2,18.8
Apartment Houtrustweg,2566 GJ Den Haag (Vogelwijk),"1,900",149,4,12.8
Apartment Stevinstraat 99 D,2587 EC Den Haag (Belgisch Park),"2,950",135,5,21.9
Apartment Lijnbaansgracht,1017 RN Amsterdam (De Weteringschans),"1,850",65,2,28.5
Apartment Termini 431,1025 XM Amsterdam (Buikslotermeer),"1,650",76,3,21.7
House Laura Bassihof,1349 BD Almere (overig Almere Hout),"1,650",88,4,18.8
Apartment Breestraat 28 D,2311 CS Leiden (Pieterswijk),"1,550",75,2,20.7
House Burchtweg,9496 PD Bunne (Bunne),"1,500",261,6,5.7
House Riddergaard,6227 GA Maastricht (Heer),"1,550",101,5,15.3
Apartment Polenstraat,1363 BB Almere (Europakwartier west),"1,175",57,2,20.6
Apartment Avenue Concordia 42 A,3062 LJ Rotterdam (Kralingen Oost),"1,775",70,3,25.4
Apartment Frederik Hendriklaan,2582 BM Den Haag (Statenkwartier),"2,750",125,4,22.0
House Jacques Veltmanstraat 131,1065 DB Amsterdam (Slotervaart Zuid),"2,650",129,6,20.5
House Eerste Avendonkstraat 5,5223 WD Den Bosch (Deuteren),"1,600",122,4,13.1
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Genovevalaan 230,5625 AP Eindhoven (Winkelcentrum),"1,125",64,2,17.6
Apartment Nassaustraat 25 rood,2011 PH Haarlem (Binnenstad),"1,200",55,3,21.8
Apartment Amstelveenseweg 70 3,1075 XJ Amsterdam (Schinkelbuurt),"2,200",90,4,24.4
Apartment Henegouwerlaan,3021 CS Rotterdam (Middelland),"1,225",55,2,22.3
Apartment Thorbeckelaan 334 D,2564 BZ Den Haag (Rosenburg),"2,000",115,3,17.4
Apartment Maashavenweg 194,3072 AZ Rotterdam (Katendrecht),"1,350",86,3,15.7
House Franciscus Romanusweg,6221 AG Maastricht (Sint Maartenspoort),"1,095",96,3,11.4
Apartment Ruusbroecstraat 56,8022 EH Zwolle (Hogenkamp),760,40,2,19.0
Room Sumatrastraat 34,8022 PL Zwolle (Indischebuurt),265,8,1,33.1
Apartment Donkerstraat 53 A,2611 TE Delft (Centrum-Zuidoost),"1,075",32,2,33.6
Apartment Gaspeldoornlaan,3956 DN Leersum (Leersum-Dorp),"1,150",96,3,12.0
Apartment Emantsstraat,2596 JE Den Haag (Arendsdorp),"2,150",151,5,14.2
House Ds. Martin Luther Kingweg,1444 ED Purmerend (Overwhere-Noord),"1,495",135,5,11.1
Apartment Hertogsingel 106 A,6214 AG Maastricht (Mariaberg),"1,200",35,2,34.3
Apartment Brusselsestraat 71,6211 PC Maastricht (Statenkwartier),990,35,2,28.3
House Grijpskerkstraat,6835 DH Arnhem (Vredenburg),"1,575",130,6,12.1
Studio Koningsweg,5211 BD Den Bosch (Het Zand),785,30,1,26.2
Apartment Hinthamereinde,5211 PM Den Bosch (De Hofstad),"1,250",65,2,19.2
Studio Kruisstraat,5211 DT Den Bosch (Binnenstad-Centrum),775,23,2,33.7
House Kleine Molenstraat,5271 TC Sint-Michielsgestel (Maaskantje),"1,250",80,4,15.6
Studio Balistraat,5014 BG Tilburg (Loven Oost),490,20,1,24.5
Apartment Pothstraat,3811 JK Amersfoort (Coninckstraat e.o.),"1,650",89,3,18.5
Apartment De Groene Haven 16,2627 CD Delft (Delftzicht),"1,186",73,3,16.2
Apartment Maanplein 8 P,2516 CK Den Haag (Binckhorst),"1,385",97,3,14.3
Apartment De Groene Haven 200,2627 CD Delft (Delftzicht),832,51,1,16.3
Apartment De Groene Haven 146,2627 CD Delft (Delftzicht),845,43,1,19.7
Apartment Maanplein 132,2516 CK Den Haag (Binckhorst),"1,057",73,3,14.5
Apartment Nieuwstraat 99,5025 GA Tilburg (Trouwlaan),"1,250",94,2,13.3
Apartment Cremerplein,"3532 BZ Utrecht (Nieuw Engeland, Th. a. Kempisplantsoen en omgeving)","1,650",84,3,19.6
Apartment Philip Vingboonsstraat,3067 ZD Rotterdam (Het Lage Land),"1,250",74,3,16.9
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Apartment Kerkstraat,1391 HC Abcoude (Abcoude-Noordoost),"1,400",60,2,23.3
Apartment Eisenhowerstraat 559,6135 BH Sittard (Limbrichterveld),800,86,4,9.3
House Bronweg,6227 SJ Maastricht (Heer),"1,450",150,6,9.7
House Coulissen,4811 DX Breda (Chassé),"1,850",143,3,12.9
Apartment Françoise van Savoyetoren,4811 BM Breda (Belcrum),"1,185",62,2,19.1
Apartment Westerkade,3511 HB Utrecht (Bleekstraat en omgeving),"1,995",117,5,17.1
Apartment Van Alkemadelaan,2597 AH Den Haag (Duinzigt),"1,195",134,4,8.9
Apartment Schouw 38 10,8232 AA Lelystad (Schouw),"1,100",45,2,24.4
Apartment Hollandse Toren,3511 BN Utrecht (Hoog-Catharijne NS en Jaarbeurs),"1,545",63,2,24.5
Apartment Noordeinde 2 a,1131 GA Volendam (Volendam-Oude kom),"1,795",115,4,15.6
Apartment Karel Doormanlaan,"3572 NN Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","1,800",100,3,18.0
Apartment Waterloostraat,3062 TN Rotterdam (Kralingen Oost),"1,850",100,3,18.5
Apartment 's-Gravendijkwal,3015 CC Rotterdam (Oude Westen),"1,650",69,4,23.9
Apartment 's-Gravendijkwal,3015 CC Rotterdam (Oude Westen),"1,525",82,3,18.6
Apartment 's-Gravendijkwal,3015 CC Rotterdam (Oude Westen),"1,250",59,2,21.2
Apartment Maria Stuartplein,2595 BW Den Haag (Bezuidenhout-West),"1,040",54,2,19.3
Apartment Ammunitiehaven,2511 XH Den Haag (Uilebomen),"1,950",90,3,21.7
Apartment Minervalaan 38 II,1077 PA Amsterdam (Apollobuurt),"2,150",76,2,28.3
Apartment Eerste Schinkelstraat 9 III,1075 TV Amsterdam (Schinkelbuurt),"2,750",84,3,32.7
Apartment Nieuwe Gracht,2011 NJ Haarlem (Stationsbuurt),"2,750",100,3,27.5
Apartment Minervalaan,1077 PG Amsterdam (Apollobuurt),"5,700",130,3,43.8
Apartment Weteringschans 157 4/5,1017 SE Amsterdam (De Weteringschans),"2,495",82,4,30.4
Apartment Brouwersgracht 7 A,1015 GA Amsterdam (Grachtengordel-West),"2,250",70,2,32.1
Studio Apothekersdijk,2312 DD Leiden (De Camp),795,19,1,41.8
House Schovenlaan,6225 JS Maastricht (Amby),"1,950",125,9,15.6
House Herengracht,2312 LH Leiden (Pancras-Oost),"1,750",98,3,17.9
Apartment Amsterdamse Veerkade 10 A,2512 AJ Den Haag (Zuidwal),"2,000",112,4,17.9
Apartment Bezuidenhoutseweg 90 B,2594 AX Den Haag (Bezuidenhout-Midden),"1,495",66,2,22.7
Apartment Wim Harzinghof 16,3972 SW Driebergen-Rijsenburg (Driebergen-West),"1,250",110,3,11.4
Apartment Naberstraat 13,9712 JW Groningen (Binnenstad-Noord),"2,200",89,2,24.7
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
House Henric de Cranestraat,8374 KR Kuinre (Kuinre),"1,450",142,3,10.2
Apartment Waldorpstraat 419 A,2521 CJ Den Haag (Laakhaven-West),640,25,1,25.6
Apartment Waldorpstraat 940,2521 CW Den Haag (Laakhaven-West),570,26,1,21.9
Apartment Waldorpstraat 1112,2521 CX Den Haag (Laakhaven-West),570,24,1,23.8
Apartment Waldorpstraat 924,2521 CW Den Haag (Laakhaven-West),650,33,1,19.7
Apartment Waldorpstraat 485,2521 CJ Den Haag (Laakhaven-West),640,25,1,25.6
Apartment Waldorpstraat 896,2521 CW Den Haag (Laakhaven-West),580,24,1,24.2
Apartment Laan van Nieuw-Oost-Indië,2593 CB Den Haag (Bezuidenhout-Oost),"1,345",80,2,16.8
Apartment De Tichel 108,6417 RD Heerlen (Douve Weien),835,80,3,10.4
Apartment Kromstraat,5504 BE Veldhoven (Veldhoven),"1,450",90,3,16.1
Apartment De Tichel 128,6417 RD Heerlen (Douve Weien),745,65,3,11.5
Studio Generaal Kockstraat,5025 BA Tilburg (Afrikaanderbuurt Midden),585,20,2,29.3
Apartment Kraggeveenstraat 31,1441 MK Purmerend (Gors-Noord),"1,015",47,2,21.6
Apartment Lübeckstraat,2517 SV Den Haag (Stadhoudersplantsoen),"1,395",85,3,16.4
Apartment Troelstrakade,2531 AT Den Haag (Moerwijk-Noord),"1,250",85,2,14.7
House Rosmertastraat,1363 XV Almere (Homeruskwartier),"1,895",121,5,15.7
Apartment Pastelstraat,1339 JE Almere (Regenboogbuurt),"1,400",75,3,18.7
Apartment Javastraat,1094 HK Amsterdam (Indische Buurt West),"1,775",63,2,28.2
House Kanaalweg,2584 CG Den Haag (Van Stolkpark en Scheveningse Bosjes),"2,750",130,5,21.2
Apartment Van Heuven Goedhartplein 679,3527 DZ Utrecht (Kanaleneiland-Noord),"1,065",50,2,21.3
House Jeanne Herschstraat,1349 BL Almere (overig Almere Hout),"1,265",105,4,12.0
Apartment Kerkstraat,2201 KK Noordwijk (Kern Binnen Zuid),"1,250",68,3,18.4
Apartment Hofduynlaan,2182 AH Hillegom (Om de Zanderij),"2,050",153,2,13.4
Apartment Stuart Millstraat,3076 RL Rotterdam (Lombardijen),"1,400",90,4,15.6
Room Hertogstraat 21,6828 ES Arnhem (Spijkerbuurt),692,28,1,24.7
Apartment Plaats,2513 AE Den Haag (Voorhout),"1,550",75,3,20.7
Apartment Verlengde Amsterdamseweg,6711 CN Ede (Centrum Ede),"1,025",60,2,17.1
House Puteanusstraat 125,5911 ET Venlo (Q4),"1,100",83,3,13.3
House Laan van Westfalen 139,6162 KJ Geleen (Geleen-Noord),"1,085",135,4,8.0
Room Nieuwe Plein 24 A,6811 KR Arnhem (Stationsplein),518,19,1,27.3
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Maaskade,3071 NH Rotterdam (Noordereiland),"1,450",80,2,18.1
Apartment Friesestraatweg 16 c,9718 NG Groningen (Kostverloren),"1,430",45,3,31.8
Apartment Steenvoordelaan,2284 EK Rijswijk (Artiestenbuurt),"1,550",83,3,18.7
Apartment Boompjes,3011 XZ Rotterdam (Stadsdriehoek),"1,495",60,2,24.9
Apartment 2e Delistraat 17,3531 SW Utrecht (Lombok-West),"1,600",55,2,29.1
Apartment 1e Middellandstraat,3021 BC Rotterdam (Middelland),"1,250",52,2,24.0
Apartment Molenstraat,5014 NA Tilburg (Padua),"1,150",68,2,16.9
Apartment Herengracht 92 3,1015 BS Amsterdam (Grachtengordel-West),"2,350",110,3,21.4
House Robert Hofstadterstraat,1341 ED Almere (Nobelhorst),"1,895",115,5,16.5
Apartment Schonebergerweg,3023 ZM Rotterdam (Nieuwe Westen),"1,250",65,2,19.2
Apartment Frederik van Eedenplaats,2902 VE Capelle aan den IJssel (Dichtersbuurt),625,20,1,31.3
Studio Merwedestraat,9725 KD Groningen (Rivierenbuurt),445,23,2,19.3
Room Katendrechtse Lagedijk,3082 GJ Rotterdam (Oud Charlois),650,17,1,38.2
Studio Spitsenhagen,3078 BM Rotterdam (Groot IJsselmonde),725,18,1,40.3
House Generaal de la Reijlaan,1404 BR Bussum (Prins Hendrikkwartier),"1,950",94,3,20.7
Room De Houtmanstraat,6826 PE Arnhem (Presikhaaf III),320,9,1,35.6
Room Brugstraat,6811 MB Arnhem (Utrechtsestraat),370,13,1,28.5
Apartment Weena 395 A,3013 AL Rotterdam (Cs Kwartier),"1,425",104,3,13.7
Apartment Weena 413 A,3013 AL Rotterdam (Cs Kwartier),"1,375",88,2,15.6
Apartment Loesbleik 30,6041 MH Roermond (Voorstad),935,79,3,11.8
House Sleper 19,6446 BW Brunssum (Emma),"1,150",145,5,7.9
Apartment Kerkstraat 134 E,1017 GP Amsterdam (Grachtengordel-Zuid),"2,350",71,2,33.1
Apartment Kerkstraat 134 D,1017 GP Amsterdam (Grachtengordel-Zuid),"2,650",85,3,31.2
Apartment Kerkstraat 132 B,1017 GP Amsterdam (Grachtengordel-Zuid),"2,100",70,2,30.0
